"","Phylica.arboreae","Empetrum.robrum","Cyperaceae","Graminae","Umbelliferae","Acena","Nertera","Callitriche","Ranunculaceae","Asteraceae","Chenopodiaceae","Rumex.frutecsens","Indet..Pollen.typ.Y.","Indet.Tricolpate","Plantago.maritima.Type","Nothofagus","Polypodiaceae","Hymenophyllum","Hypolepis.rugulosa","Lycopodium.insulare","Vittaria.vittaroides","Histiopteris","Cal_yrs_BP","min","max"
"1",0.120233050847458,0,0.240995762711864,0.0963983050847458,0.0640889830508475,0,0,0,0,0,0,0,0,0,0,0,0.469279661016949,0,0,0.00847457627118644,0.000529661016949153,0,-32.5,NA,NA
"2",0.0554442217768871,0,0.529726118904476,0.00400801603206413,0.0768203072812291,0,0,0,0,0,0,0,0,0,0,0,0.318637274549098,0.00200400801603206,0.00200400801603206,0.0113560454241817,0,0,66.5,NA,NA
"3",0.0633333333333333,0,0.0733333333333333,0.241111111111111,0.17,0.00277777777777778,0,0,0.00277777777777778,0,0.00277777777777778,0,0,0,0,0,0.275555555555556,0,0.000555555555555556,0.167777777777778,0,0,140,NA,NA
"4",0.171378091872792,0.00117785630153121,0.0612485276796231,0.27208480565371,0.0783274440518257,0.00294464075382803,0.00117785630153121,0,0,0,0,0,0,0,0,0,0.348645465253239,0,0,0.0630153121319199,0,0,245,NA,NA
"5",0.0391717963066592,0,0.434247341913822,0.0548405148293229,0.0274202574146614,0,0.00391717963066592,0,0,0,0,0,0,0,0,0,0.439843312814773,0,0,0.000559597090095132,0,0,377,NA,NA
"6",0.191135734072022,0,0.165650969529086,0.127423822714681,0.0443213296398892,0.0127423822714681,0,0,0.00609418282548476,0,0,0,0,0,0,0,0.450415512465374,0,0,0.00221606648199446,0,0,575,NA,NA
"7",0.131710016602103,0,0.135030437188711,0.194244604316547,0.0758162700608744,0.0132816823464305,0,0,0,0,0.00332042058660764,0,0,0,0,0,0.441615938018816,0,0.00166021029330382,0.00332042058660764,0,0,639,NA,NA
"8",0.0286909742976689,0,0.0567842199641363,0.0328750747160789,0.47101016138673,0.00478182904961148,0,0,0,0,0,0,0.00478182904961148,0,0,0,0.168559473998805,0,0.000597728631201435,0.231918708906157,0,0,808.5,NA,NA
"9",0.044456641053787,0,0.278265642151482,0.0587266739846323,0.160812294182217,0.00329308452250274,0,0,0,0,0.00329308452250274,0,0,0,0,0,0.377607025246981,0,0,0.0735455543358946,0,0,980,NA,NA
"10",0.077228847245883,0,0.304372515616127,0.0726859738784781,0.0318001135718342,0,0.00908574673480977,0,0,0,0.00454287336740488,0,0.0636002271436684,0.00454287336740488,0,0,0.425326519023282,0,0,0.00681431005110733,0,0,1050.5,NA,NA
"11",0.0320284697508897,0,0.277580071174377,0.0491103202846975,0.335943060498221,0.0113879003558719,0.00284697508896797,0,0,0,0.00284697508896797,0,0,0,0,0,0.284697508896797,0,0,0.00355871886120996,0,0,1123,NA,NA
"12",0.0701030927835052,0,0.242611683848797,0.103780068728522,0.255670103092784,0.0103092783505155,0,0.0013745704467354,0.0013745704467354,0,0,0,0,0.0013745704467354,0,0,0.279725085910653,0.00206185567010309,0,0.0316151202749141,0,0,1217,NA,NA
"13",0.0699029126213592,0,0.264077669902913,0.100970873786408,0.209061488673139,0.00258899676375405,0.00129449838187702,0,0,0,0,0,0,0,0,0,0.315857605177993,0,0.000647249190938511,0.0355987055016181,0,0,1231,NA,NA
"14",0.184126984126984,0,0.163809523809524,0.174603174603175,0.0749206349206349,0.0114285714285714,0.00126984126984127,0.019047619047619,0.00253968253968254,0.00126984126984127,0,0,0,0,0,0,0.365714285714286,0,0,0.00126984126984127,0,0,1414,NA,NA
"15",0.235294117647059,0,0.141711229946524,0.206550802139037,0.0467914438502674,0.00868983957219251,0.00267379679144385,0.00802139037433155,0,0.00200534759358289,0.00267379679144385,0.0100267379679144,0,0.00267379679144385,0,0,0.332219251336898,0,0,0.000668449197860963,0,0,1500.5,NA,NA
"16",0.0387658227848101,0.000791139240506329,0.540348101265823,0.0395569620253165,0.00158227848101266,0.0055379746835443,0,0.15743670886076,0,0,0,0,0,0.00316455696202532,0,0.000791139240506329,0.210443037974684,0,0,0.00158227848101266,0,0,1586,NA,NA
"17",0.00425531914893617,0,0.481702127659574,0.0374468085106383,0.0272340425531915,0.0025531914893617,0,0.296170212765957,0,0,0,0,0,0,0,0,0.149787234042553,0,0,0,0.000851063829787234,0,1706,NA,NA
"18",0.0116279069767442,0,0.584973166368515,0.0474060822898032,0.0635062611806798,0.0035778175313059,0.00178890876565295,0.180679785330948,0,0,0,0,0,0,0,0,0.104651162790698,0,0,0.00178890876565295,0,0,1778,NA,NA
"19",0.00788177339901478,0,0.670935960591133,0.0137931034482759,0.269950738916256,0,0,0.0206896551724138,0.000985221674876847,0.000985221674876847,0,0,0,0,0,0,0.012807881773399,0,0,0.000985221674876847,0.000985221674876847,0,1839,NA,NA
"20",0.0298616168973052,0,0.350327749453751,0.0568099053168245,0.189366351056082,0.00436999271667881,0,0.0881281864530226,0,0.0021849963583394,0,0,0,0.00582665695557174,0,0,0.270939548434086,0,0.000728332119446468,0.000728332119446468,0.000728332119446468,0,1962.5,NA,NA
"21",0.264038231780167,0.001194743130227,0.109318996415771,0.116487455197133,0.033452807646356,0.0459976105137395,0.0017921146953405,0.0137395459976105,0.001194743130227,0.001194743130227,0.0017921146953405,0.001194743130227,0,0.00716845878136201,0,0,0.400238948626045,0,0,0.000597371565113501,0.000597371565113501,0,2142,NA,NA
"22",0.252082176568573,0.00111049416990561,0.0560799555802332,0.0960577456968351,0.0238756246529706,0.0588561910049972,0.00721821210438645,0.00721821210438645,0,0,0.00444197667962243,0.00610771793448084,0,0.0394225430316491,0,0,0.446418656302054,0,0.000555247084952804,0,0.000555247084952804,0,2351.5,NA,NA
"23",0.278707443739181,0.00173110213502597,0.0698211194460473,0.102712060011541,0.0173110213502597,0.0444316214656665,0.00173110213502597,0.00403923831506059,0,0.00115406809001731,0.00692440854010387,0.00577034045008656,0,0.0415464512406232,0,0,0.422965954991345,0,0.000577034045008656,0,0.000577034045008656,0,2460,NA,NA
"24",0.241379310344828,0.00292226767971946,0.0683810637054354,0.127410870835769,0.049094097019287,0.0514319111630625,0.00350672121566335,0.0181180596142607,0.00116890707188779,0.00350672121566335,0.00818234950321449,0.00701344243132671,0,0,0,0,0.416130917592051,0.00116890707188779,0,0,0.000584453535943893,0,2655,NA,NA
"25",0.232047477744807,0.00178041543026706,0.0955489614243323,0.114540059347181,0.00830860534124629,0.0456973293768546,0.0029673590504451,0.0409495548961424,0,0,0.00474777448071217,0.0029673590504451,0,0.0445103857566766,0,0,0.402967359050445,0.000593471810089021,0.000593471810089021,0,0.00178041543026706,0,2823,NA,NA
"26",0.186712485681558,0.0011454753722795,0.117983963344788,0.0882016036655212,0.0366552119129439,0.0515463917525773,0.00343642611683849,0.0710194730813287,0,0,0.00515463917525773,0.0103092783505155,0,0,0,0,0.427262313860252,0,0,0,0.000572737686139748,0,2993.5,NA,NA
"27",0.00878048780487805,0,0.954146341463415,0.00878048780487805,0.00390243902439024,0,0,0.000975609756097561,0,0,0,0,0,0,0,0,0.0234146341463415,0,0,0,0,0,3275.5,NA,NA
"28",0.0087378640776699,0,0.916504854368932,0.016504854368932,0.0281553398058252,0,0,0,0,0,0,0,0,0,0,0,0.0300970873786408,0,0,0,0,0,3535,NA,NA
"29",0.00495540138751239,0,0.97621407333994,0.00495540138751239,0.00396432111000991,0.000991080277502478,0,0.000991080277502478,0,0,0,0,0,0,0,0,0.00792864222001982,0,0,0,0,0,3849,NA,NA
"30",0.0151085930122757,0,0.80547686496695,0.0207743153918791,0.0812086874409821,0.000944287063267233,0,0.0198300283286119,0,0,0,0,0,0,0,0,0.056657223796034,0,0,0,0,0,3951,NA,NA
"31",0.0412044374009509,0,0.523771790808241,0.0713153724247227,0.0483359746434231,0.00158478605388273,0,0.0990491283676704,0,0.000792393026941363,0,0,0,0.00237717908082409,0,0,0.205229793977813,0.000792393026941363,0.00158478605388273,0.00316957210776545,0.000792393026941363,0,4046,NA,NA
"32",0.0138568129330254,0,0.113163972286374,0.0565819861431871,0.39203233256351,0,0.00173210161662818,0,0,0,0,0,0,0,0,0,0.419168591224018,0,0,0.00346420323325635,0,0,4163,NA,NA
"33",0.0695488721804511,0,0.43859649122807,0.0382205513784461,0.025062656641604,0.0263157894736842,0.0025062656641604,0.0150375939849624,0.0006265664160401,0.0006265664160401,0.0031328320802005,0,0,0.0037593984962406,0,0,0.37593984962406,0.0006265664160401,0,0,0,0,4217.5,NA,NA
"34",0.298106291997557,0.00122174709835064,0.141111789859499,0.0794135613927917,0.0109957238851558,0.0390959071472205,0,0.0213805742211362,0,0,0,0.00122174709835064,0,0.0189370800244349,0,0,0.387904703726329,0,0.000610873549175321,0,0,0,4262,NA,NA
"35",0.0782085561497326,0,0.431818181818182,0.0581550802139037,0.018048128342246,0.0140374331550802,0,0.0307486631016043,0.000668449197860963,0.000668449197860963,0.00868983957219251,0.0240641711229947,0,0.000668449197860963,0,0,0.331550802139037,0,0.000668449197860963,0.00133689839572193,0.000668449197860963,0,4306,NA,NA
"36",0.0328638497652582,0.000782472613458529,0.642410015649452,0.0344287949921753,0.0320813771517997,0.00469483568075117,0.00156494522691706,0.0273865414710485,0,0.00234741784037559,0.000782472613458529,0,0,0.00156494522691706,0,0,0.21830985915493,0,0,0.000782472613458529,0,0,4352,NA,NA
"37",0.0319314641744548,0,0.63006230529595,0.0467289719626168,0.0218068535825545,0.00856697819314642,0.000778816199376947,0.0264797507788162,0,0.000778816199376947,0.00155763239875389,0.00467289719626168,0,0.00545171339563863,0,0,0.220404984423676,0,0,0,0.000778816199376947,0,4560.5,NA,NA
"38",0.00693756194251734,0,0.966303270564916,0.0089197224975223,0.00297324083250743,0,0,0.00594648166501487,0,0,0,0,0,0,0,0,0.00693756194251734,0,0.00198216055500496,0,0,0,4746,NA,NA
"39",0.00684261974584555,0,0.811339198435973,0.0303030303030303,0.0713587487781036,0.00195503421309873,0,0.0439882697947214,0,0.00879765395894428,0,0,0,0.000977517106549365,0,0,0.0244379276637341,0,0,0,0,0,4945,NA,NA
"40",0.00767018216682646,0,0.619367209971237,0.0220517737296261,0.0834132310642378,0,0,0.214765100671141,0,0.0115052732502397,0,0,0,0,0,0,0.0402684563758389,0,0.000958772770853308,0,0,0,5114,NA,NA
"41",0.0114613180515759,0,0.824259789875836,0.0210124164278892,0.0649474689589303,0.00286532951289398,0,0.0257879656160458,0,0.000955109837631328,0,0,0,0.00286532951289398,0,0,0.0458452722063037,0,0,0,0,0,5232,NA,NA
"42",0.027336860670194,0,0.434744268077601,0.0255731922398589,0.254850088183422,0.00352733686067019,0,0.0978835978835979,0,0.037037037037037,0,0,0,0,0,0,0.118165784832452,0,0,0,0.000881834215167549,0,5374,NA,NA
"43",0.0299032541776605,0,0.532102022867194,0.040457343887423,0.15127528583993,0.000879507475813544,0,0.101143359718558,0.000879507475813544,0.0228671943711522,0,0,0,0,0,0,0.118733509234828,0,0,0.000879507475813544,0.000879507475813544,0,5465,NA,NA
"44",0.230395136778115,0.00303951367781155,0.112462006079027,0.141033434650456,0.0194528875379939,0.060790273556231,0.00121580547112462,0.0145896656534954,0.00121580547112462,0.00486322188449848,0.00364741641337386,0,0,0.0164133738601824,0,0,0.390273556231003,0,0,0,0.00060790273556231,0,5552,NA,NA
"45",0.149900066622252,0,0.271152564956696,0.0859427048634244,0.0572951365756163,0.027981345769487,0.0033311125916056,0.0499666888740839,0,0.00199866755496336,0.0033311125916056,0.00932711525649567,0,0.00466355762824783,0,0,0.33311125916056,0.000666222518321119,0.000666222518321119,0,0.000666222518321119,0,5596.5,NA,NA
"46",0.0189431704885344,0,0.930209371884347,0.0129611166500499,0.0299102691924227,0.00199401794616152,0,0.00299102691924227,0,0,0,0,0,0,0,0,0.00299102691924227,0,0,0,0,0,5747.5,NA,NA
"47",0.0199052132701422,0,0.509952606635071,0.0293838862559242,0.182938388625592,0.000947867298578199,0.000947867298578199,0.186729857819905,0,0.0180094786729858,0,0,0,0,0,0,0.0511848341232227,0,0,0,0,0,5847,NA,NA
"48",0.00395256916996047,0,0.970355731225296,0.0108695652173913,0.00197628458498024,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0.0108695652173913,0,0,0,0,0,5947.5,NA,NA
"49",0.075113808801214,0,0.380121396054628,0.0576631259484067,0.0834597875569044,0.0106221547799696,0.000758725341426404,0.12443095599393,0,0.0265553869499241,0,0,0,0,0,0,0.239757207890744,0,0,0.00151745068285281,0,0,6057.5,NA,NA
"50",0.254699818071559,0.00242571255306246,0.0782292298362644,0.130382049727107,0.0121285627653123,0.0879320800485142,0.00848999393571862,0.0127349909035779,0,0.00727713765918739,0.0109157064887811,0,0,0,0,0,0.391146149181322,0,0,0.000606428138265616,0.00303214069132808,0,6231.5,NA,NA
"51",0.334195216548158,0,0.0833872010342599,0.137685843568196,0.0174531351001939,0.0491273432449903,0.00258564964447317,0.0096961861667744,0,0.00258564964447317,0.00517129928894635,0,0,0,0,0,0.356819650937298,0,0,0,0.00129282482223659,0,6274,NA,NA
"52",0.262613981762918,0.00364741641337386,0.096048632218845,0.166565349544073,0.00364741641337386,0.0425531914893617,0.00486322188449848,0.0060790273556231,0,0,0.00486322188449848,0,0,0.00668693009118541,0,0,0.398176291793313,0,0.00060790273556231,0,0.00364741641337386,0,6289,NA,NA
"53",0.183253260123542,0.00137268359643102,0.258064516129032,0.139327385037749,0.00480439258750858,0.0418668496911462,0.00480439258750858,0.0164722031571723,0,0.00205902539464653,0.00823610157858614,0,0,0.0130404941660947,0,0,0.323266986959506,0,0,0.00137268359643102,0.00137268359643102,0.000686341798215511,6325,NA,NA
"54",0.172811059907834,0.00115207373271889,0.149193548387097,0.173963133640553,0.01036866359447,0.0408986175115207,0.00518433179723502,0.00518433179723502,0,0,0.00633640552995392,0,0,0.00806451612903226,0,0,0.425115207373272,0,0.000576036866359447,0,0.000576036866359447,0.000576036866359447,6374,NA,NA
"55",0.272613065326633,0.00251256281407035,0.119346733668342,0.150125628140704,0.00816582914572864,0.0527638190954774,0.00251256281407035,0.00125628140703518,0,0.00125628140703518,0.00690954773869347,0,0,0.00942211055276382,0,0,0.369974874371859,0.000628140703517588,0,0.00125628140703518,0.000628140703517588,0.000628140703517588,6440,NA,NA
"56",0.340745585349902,0,0.122302158273381,0.124918247220405,0.0013080444735121,0.0418574231523872,0.0013080444735121,0.0013080444735121,0,0.0013080444735121,0.00588620013080445,0,0,0.00981033355134074,0,0,0.345323741007194,0,0.0026160889470242,0.00065402223675605,0.00065402223675605,0,6481,NA,NA
"57",0.346005154639175,0,0.0695876288659794,0.142396907216495,0.0077319587628866,0.0521907216494845,0.0038659793814433,0.00257731958762887,0,0,0.00515463917525773,0,0,0.0122422680412371,0,0,0.35180412371134,0.000644329896907216,0.00515463917525773,0.000644329896907216,0,0,6517,NA,NA
"58",0.234446627373936,0.00261951538965291,0.242305173542895,0.113948919449902,0.0163719711853307,0.0301244269810085,0.0045841519318926,0.00785854616895874,0,0,0.00261951538965291,0,0,0,0,0,0.340537000654879,0.00130975769482646,0.00196463654223969,0.000654878847413229,0,0.000654878847413229,6590,NA,NA
"59",0.0206834532374101,0,0.834532374100719,0.0215827338129496,0.00899280575539568,0.00539568345323741,0,0.00539568345323741,0,0.000899280575539568,0.000899280575539568,0,0,0,0,0.000899280575539568,0.098021582733813,0,0.000899280575539568,0,0.000899280575539568,0.000899280575539568,6670,NA,NA
"60",0.0275,0,0.656666666666667,0.035,0.0333333333333333,0.00583333333333333,0,0.0708333333333333,0,0.0025,0,0,0,0,0,0,0.168333333333333,0,0,0,0,0,6760,NA,NA
"61",0.0268714011516315,0,0.908829174664108,0.0201535508637236,0,0.00191938579654511,0,0,0,0,0.00191938579654511,0,0,0,0,0,0.036468330134357,0,0,0,0,0.00383877159309021,6790,NA,NA
"62",0.044256120527307,0,0.541431261770245,0.044256120527307,0.159133709981168,0.00188323917137476,0,0.143126177024482,0,0.00753295668549906,0,0,0,0,0,0,0.0583804143126177,0,0,0,0,0,6900,NA,NA
"63",0.00197628458498024,0,0.973320158102767,0.00988142292490119,0,0.000988142292490119,0,0.00197628458498024,0,0,0,0,0,0,0,0,0.0108695652173913,0,0.000988142292490119,0,0,0,6958,NA,NA
"64",0.0307262569832402,0.00186219739292365,0.740223463687151,0.0186219739292365,0.121042830540037,0.00186219739292365,0.0037243947858473,0,0,0.0111731843575419,0,0,0,0,0,0,0.0707635009310987,0,0,0,0,0,7046,NA,NA
"65",0.212910532276331,0,0.0962627406568516,0.185164212910532,0.00679501698754247,0.0436013590033975,0.00169875424688562,0.00962627406568516,0,0.00226500566251416,0.00736126840317101,0,0,0,0,0,0.433182332955832,0,0,0,0.00113250283125708,0,7078,NA,NA
"66",0.0529901589704769,0.000757002271006813,0.542770628311885,0.0590461771385314,0.0317940953822861,0.00605601816805451,0,0.0545041635124905,0,0.00605601816805451,0.00378501135503407,0,0,0,0,0,0.24224072672218,0,0,0,0,0,7151.5,NA,NA
"67",0.0158069883527454,0,0.437603993344426,0.0682196339434276,0.0690515806988353,0.00582362728785358,0,0.228785357737105,0,0.00332778702163062,0.00332778702163062,0,0,0,0,0,0.167221297836938,0,0.000831946755407654,0,0,0,7280,NA,NA
"68",0.0308219178082192,0,0.461472602739726,0.0582191780821918,0.0736301369863014,0.00342465753424658,0,0.227739726027397,0,0,0,0,0,0,0,0,0.141267123287671,0,0,0.00342465753424658,0,0,7407,NA,NA
"69",0.00394866732477789,0,0.979269496544916,0.00197433366238894,0.00197433366238894,0,0,0,0,0,0,0,0,0,0,0,0.0128331688055281,0,0,0,0,0,7443,NA,NA
"70",0.00749063670411985,0,0.641385767790262,0.0224719101123595,0.123595505617978,0.000936329588014981,0.00187265917602996,0.123595505617978,0,0.0140449438202247,0,0,0,0,0.000936329588014981,0,0.0636704119850187,0,0,0,0,0,7502,NA,NA
"71",0.0338835794960904,0,0.54735013032146,0.0234578627280626,0.0382276281494353,0,0,0.224152910512598,0,0.00173761946133797,0.00173761946133797,0,0,0,0,0,0.129452649869679,0,0,0,0,0,7586,NA,NA
"72",0.00578034682080925,0,0.497109826589595,0.0115606936416185,0.286127167630058,0.00481695568400771,0,0.15606936416185,0,0,0,0,0,0,0,0,0.0385356454720617,0,0,0,0,0,7604,NA,NA
"73",0.00906618313689937,0.000906618313689937,0.379873073436083,0.0380779691749773,0.213961922030825,0.00362647325475975,0.00181323662737987,0.202175883952856,0,0.0534904805077063,0,0,0,0,0,0,0.0961015412511333,0,0,0.000906618313689937,0,0,7707,NA,NA
"74",0.011472275334608,0,0.549713193116635,0.0315487571701721,0.0487571701720841,0.000956022944550669,0.000956022944550669,0.21414913957935,0,0.0984703632887189,0,0.000956022944550669,0,0,0,0,0.0420650095602295,0,0,0.000956022944550669,0,0,7762,NA,NA
"75",0.0340909090909091,0,0.456980519480519,0.0527597402597403,0.0202922077922078,0.00405844155844156,0.00324675324675325,0.217532467532468,0,0.0227272727272727,0,0,0,0,0,0,0.186688311688312,0,0,0.000811688311688312,0.000811688311688312,0,7808,NA,NA
"76",0.0151515151515152,0,0.787878787878788,0.0227272727272727,0.0151515151515152,0.000946969696969697,0,0.0956439393939394,0,0.00852272727272727,0.000946969696969697,0,0,0,0,0,0.0520833333333333,0,0.000946969696969697,0,0,0,7839,NA,NA
"77",0.0337784760408484,0,0.424980361351139,0.0526315789473684,0.0675569520816968,0.00392772977219167,0,0.191673212882954,0,0.00706991358994501,0.00314218381775334,0.000785545954438335,0,0,0,0,0.212882953652789,0,0.00157109190887667,0,0,0,7872,NA,NA
"78",0.124271844660194,0,0.216828478964401,0.193527508090615,0.00517799352750809,0.0155339805825243,0.00129449838187702,0.0822006472491909,0,0.00129449838187702,0.00388349514563107,0.00323624595469256,0,0,0,0,0.350809061488673,0,0.000647249190938511,0.000647249190938511,0.000647249190938511,0,7936.5,NA,NA
"79",0.000997008973080758,0,0.992023928215354,0.00299102691924227,0.000997008973080758,0,0,0,0,0,0,0,0,0,0,0,0.00299102691924227,0,0,0,0,0,7972.5,NA,NA
"80",0.126599326599327,0,0.311111111111111,0.112457912457912,0.0208754208754209,0.0336700336700337,0.00134680134680135,0.0525252525252525,0,0.00808080808080808,0.00202020202020202,0.00202020202020202,0,0.00134680134680135,0,0,0.325925925925926,0.000673400673400673,0,0,0.00134680134680135,0,7997,NA,NA
"81",0.0688259109311741,0,0.511740890688259,0.0995951417004049,0.0412955465587045,0.00890688259109312,0,0.0607287449392713,0,0.0097165991902834,0.00404858299595142,0.00242914979757085,0,0,0,0,0.191902834008097,0,0,0,0.000809716599190283,0,8051,NA,NA
"82",0.0479338842975207,0,0.61404958677686,0.0528925619834711,0.0256198347107438,0.00247933884297521,0,0.0710743801652892,0,0.00826446280991736,0.000826446280991736,0.00165289256198347,0,0,0,0,0.173553719008264,0,0,0,0.00165289256198347,0,8069,NA,NA
"83",0.111262798634812,0,0.333105802047782,0.144709897610921,0.0116040955631399,0.0313993174061433,0.00136518771331058,0.0334470989761092,0,0.00341296928327645,0.00819112627986348,0.00136518771331058,0,0.00136518771331058,0,0,0.316723549488055,0.00068259385665529,0,0.00068259385665529,0.00068259385665529,0,8082,NA,NA
"84",0.155785391079509,0,0.160956690368455,0.19327731092437,0.0187459599224305,0.0607627666451196,0.00129282482223659,0.0213316095669037,0,0.0129282482223659,0.0103425985778927,0.0103425985778927,0,0,0,0,0.351001939237233,0,0,0.00129282482223659,0.00193923723335488,0,8101,NA,NA
"85",0.0624551328068916,0.00287150035893755,0.206748025843503,0.120603015075377,0.00861450107681263,0.0193826274228284,0.00287150035893755,0.282124910265614,0,0.00430725053840632,0.0050251256281407,0,0,0,0,0,0.282124910265614,0,0,0.000717875089734386,0.00215362526920316,0,8147,NA,NA
"86",0.00493583415597236,0.000987166831194472,0.870681145113524,0.00888450148075025,0.0750246791707799,0.000987166831194472,0,0.016781836130306,0,0.00888450148075025,0,0,0,0,0,0,0.0128331688055281,0,0,0,0,0,8208,NA,NA
"87",0.0029940119760479,0,0.981037924151697,0.00898203592814371,0,0.00199600798403194,0,0.00199600798403194,0,0.000998003992015968,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,8264,NA,NA
"88",0.0121722846441948,0,0.794943820224719,0.0159176029962547,0.0121722846441948,0.00374531835205992,0,0.0936329588014981,0,0.00468164794007491,0,0,0,0,0,0,0.0617977528089888,0,0,0.000936329588014981,0,0,8390,NA,NA
"89",0.021133525456292,0,0.789625360230548,0.0144092219020173,0.0115273775216138,0.000960614793467819,0,0.121998078770413,0,0,0,0,0,0,0,0,0.0384245917387128,0,0,0,0.000960614793467819,0.000960614793467819,8407.5,NA,NA
"90",0.00696517412935323,0,0.921393034825871,0.00398009950248756,0,0.000995024875621891,0,0.0616915422885572,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,8511,NA,NA
"91",0.00892857142857143,0,0.849206349206349,0.00297619047619048,0.000992063492063492,0.000992063492063492,0,0.12797619047619,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,8827,NA,NA
"92",0.00396432111000991,0,0.935579781962339,0.0109018830525273,0.0386521308225966,0,0,0.00396432111000991,0,0,0,0,0,0,0,0,0.00693756194251734,0,0,0,0,0,9127,NA,NA
"93",0.00657276995305164,0,0.56056338028169,0.0253521126760563,0.308920187793427,0.00187793427230047,0,0.0338028169014085,0.00187793427230047,0,0,0,0,0,0,0,0.0450704225352113,0.00375586854460094,0,0.0122065727699531,0,0,9289.5,NA,NA
"94",0.0149114631873253,0,0.542404473438956,0.0205032618825722,0.136067101584343,0.00279589934762349,0.000931966449207829,0.207828518173346,0,0.0065237651444548,0,0,0,0,0,0,0.0633737185461323,0,0,0.00465983224603914,0,0,9450,NA,NA
"95",0.0104961832061069,0,0.587786259541985,0.0229007633587786,0.20324427480916,0.000954198473282443,0.000954198473282443,0.124045801526718,0,0.00286259541984733,0,0,0,0,0,0,0.0458015267175573,0,0,0,0.000954198473282443,0,9636.5,NA,NA
"96",0.00389483933787731,0,0.844206426484908,0.00584225900681597,0.118792599805258,0,0,0.000973709834469328,0,0,0,0,0,0,0,0,0.0262901655306719,0,0,0,0,0,9691,NA,NA
"97",0,0,0.601161665053243,0.0387221684414327,0.28944820909971,0,0.00580832526621491,0.0329138431752178,0,0,0,0,0,0,0,0,0.031945788964182,0,0,0,0,0,9832.5,NA,NA
"98",0.0105465004793864,0,0.442953020134228,0.0421860019175455,0.457334611697028,0,0,0.00383509108341323,0,0.000958772770853308,0,0,0,0,0,0,0.0412272291466922,0,0,0.000958772770853308,0,0,9979.5,NA,NA
"99",0.0462328767123288,0,0.448630136986301,0.0419520547945205,0.0847602739726027,0.00171232876712329,0.000856164383561644,0.221746575342466,0,0.00941780821917808,0,0,0,0,0,0,0.143835616438356,0.000856164383561644,0,0,0,0,10149,NA,NA
"100",0,0,0.991017964071856,0.00598802395209581,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,10220,NA,NA
"101",0.003996003996004,0,0.992007992007992,0.003996003996004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10372.5,NA,NA
"102",0,0,0.981132075471698,0.00893743793445879,0,0,0,0.00099304865938431,0,0,0,0,0,0,0,0,0.00794438927507448,0,0,0.00099304865938431,0,0,10506,NA,NA
